name,sells_surfboards,gives_lessons,latitude,longitude
Machine 6545,1,0,29.28225676,-98.8602052
Machine 6546,1,1,28.52932938,-99.1681253
Machine 6547,1,1,29.27057546,-99.46217897
Machine 6548,0,0,30.76556501,-99.03484749
Machine 6549,1,0,29.60767629,-97.37889544
Machine 6550,1,1,29.35267879,-98.6497381
Machine 6551,0,1,28.17702348,-98.00702164
Machine 6552,0,1,30.02094927,-97.24825717
Machine 6553,1,0,30.32628056,-99.79158037
Machine 6554,0,0,29.12618399,-98.06013468
Machine 6555,0,1,30.51392233,-98.17015437
Machine 6556,0,0,28.97888475,-98.18630323
Machine 6557,1,0,28.17104072,-99.06433021
Machine 6558,0,1,28.58827259,-98.49414734
Machine 6559,0,0,28.95071735,-98.61564793
Machine 6560,1,1,29.35096879,-99.68197719
Machine 6561,1,0,29.23870913,-99.89255178
Machine 6562,1,0,29.3647743,-99.23011215
Machine 6563,0,1,28.44235065,-98.21416326
Machine 6564,0,1,28.26365895,-98.76136949
Machine 6565,0,1,29.00147199,-97.19718571
Machine 6566,0,0,28.77853527,-98.49817389
Machine 6567,1,0,29.01261564,-98.33225932
Machine 6568,1,0,30.20728357,-97.1513676
Machine 6569,1,0,30.2063538,-99.18626279
Machine 6570,1,0,29.56927315,-99.59340616
Machine 6571,0,0,29.76656002,-99.59701933
Machine 6572,0,1,29.88165382,-97.60317121
Machine 6573,1,1,28.89443596,-99.6491421
Machine 6574,0,0,28.07263342,-98.67784941
Machine 6575,1,1,29.88040853,-98.77596258
Machine 6576,1,0,28.42430347,-98.14519475
Machine 6577,1,0,29.64530666,-99.33325258
Machine 6578,1,0,29.35445542,-98.88896079
Machine 6579,0,1,28.55612003,-98.24769697
Machine 6580,0,0,28.24380328,-99.27996836
Machine 6581,0,0,29.9695197,-97.05660545
Machine 6582,1,1,29.28287217,-97.30583749
Machine 6583,1,0,30.35306278,-98.59903682
Machine 6584,1,0,28.82002745,-97.23402308
Machine 6585,1,1,30.26786948,-97.18078008
Machine 6586,1,1,30.01615408,-98.51101285
Machine 6587,1,1,29.02289619,-97.38999282
Machine 6588,0,1,29.16813524,-97.45397762
Machine 6589,0,1,28.39222868,-97.68278368
Machine 6590,0,1,29.5890289,-99.71273848
Machine 6591,1,1,30.50093881,-97.96948314
Machine 6592,1,0,30.0534423,-97.82775856
Machine 6593,1,1,29.24656104,-99.70291699
Machine 6594,0,0,30.18442027,-97.37608184
Machine 6595,0,0,29.69510037,-99.436634
Machine 6596,1,1,29.37802453,-99.5582094
Machine 6597,1,0,29.59982877,-97.4162842
Machine 6598,0,1,29.32231802,-99.09709108
Machine 6599,1,0,29.33938918,-98.60408521
Machine 6600,0,0,30.10539423,-98.29047762
Machine 6601,0,0,29.51845977,-98.91138568
Machine 6602,1,1,29.56107575,-98.78166565
Machine 6603,1,1,29.58695614,-100.13038263
Machine 6604,1,1,28.49505869,-97.63109042
Machine 6605,1,0,28.16288781,-97.99145539
Machine 6606,0,1,30.44419975,-97.35714091
Machine 6607,0,1,29.06792204,-97.74808012
Machine 6608,1,1,28.3873545,-98.21764693
Machine 6609,1,0,29.7231265,-99.92719854
Machine 6610,0,1,29.58444081,-98.62426107
Machine 6611,1,0,29.32118427,-99.69487951
Machine 6612,1,0,29.31098242,-98.12399076
Machine 6613,1,1,30.21593539,-99.47063324
Machine 6614,0,1,29.67016037,-99.88643941
Machine 6615,0,0,29.01160391,-99.31453363
Machine 6616,0,0,28.77910986,-99.69166197
Machine 6617,0,1,29.9857439,-99.64127535
Machine 6618,0,0,28.72956644,-98.02589412
Machine 6619,1,0,28.8226392,-97.54819303
Machine 6620,1,1,28.86782266,-99.96088829
Machine 6621,0,1,28.68223876,-98.5989398
Machine 6622,0,0,29.68348147,-99.18085138
Machine 6623,0,0,28.23541421,-98.8438617
Machine 6624,0,1,29.9426838,-97.4725336
Machine 6625,0,1,29.07836391,-98.58861712
Machine 6626,0,0,28.48639335,-97.48648063
Machine 6627,1,1,29.47783592,-99.05785121
Machine 6628,1,0,28.45978225,-98.56942719
Machine 6629,0,1,28.073338,-98.03385247
Machine 6630,1,1,29.93199783,-97.72723268
Machine 6631,1,1,28.88756332,-97.23119668
Machine 6632,0,0,29.19145311,-98.76872057
Machine 6633,1,1,29.36637112,-97.29464984
Machine 6634,1,1,30.11556565,-97.6939595
Machine 6635,0,0,29.52051074,-99.1539606
Machine 6636,1,0,28.96508134,-97.73433213
Machine 6637,1,1,28.73413105,-99.91251268
Machine 6638,0,0,30.179545,-97.4773732
Machine 6639,0,0,28.22533899,-99.13697599
Machine 6640,0,0,30.18111065,-99.78139448
Machine 6641,0,0,30.03271123,-99.61813612
Machine 6642,1,1,28.58041304,-99.15992179
Machine 6643,0,0,28.83778544,-99.47652558
Machine 6644,0,0,30.25911237,-97.96408088
Machine 6645,1,1,30.21630402,-98.45518319
Machine 6646,1,0,28.59318441,-99.84542689
Machine 6647,0,0,30.35030682,-98.40904666
Machine 6648,0,0,29.91739352,-98.60549386
Machine 6649,0,0,30.44663803,-98.49466149
Machine 6650,1,1,28.76191613,-99.24172518
Machine 6651,0,1,29.9813828,-99.87267538
Machine 6652,1,0,29.2736018,-97.39562561
Machine 6653,1,1,30.21000772,-98.237942
Machine 6654,1,0,29.93372687,-97.41199737
Machine 6655,1,1,29.22583577,-100.00820791
Machine 6656,1,1,28.72981249,-97.66436979
Machine 6657,1,0,30.54890076,-98.4625245
Machine 6658,1,1,28.42766619,-99.16925531
Machine 6659,1,0,29.36598338,-98.88264649
Machine 6660,1,0,28.57162989,-97.7718769
Machine 6661,0,0,29.49830735,-97.93963645
Machine 6662,1,1,30.38967773,-98.93557627
Machine 6663,0,1,28.97233935,-98.39677635
Machine 6664,0,0,28.52788927,-98.40885682
Machine 6665,1,0,29.20086237,-98.97617915
Machine 6666,1,0,29.52192232,-98.81906598
Machine 6667,0,1,29.61364748,-98.24255609
Machine 6668,1,1,28.68457898,-99.77217859
Machine 6669,0,0,30.41893263,-98.91239044
Machine 6670,0,0,30.65689726,-99.27146846
Machine 6671,1,0,28.37295628,-98.75735804
Machine 6672,1,1,29.94281418,-97.40858095
Machine 6673,0,0,30.57709307,-97.81755909
Machine 6674,1,1,30.41608887,-98.99273662
Machine 6675,1,0,28.80012629,-98.80810248
Machine 6676,1,1,30.01354911,-97.55013581
Machine 6677,1,1,29.13648366,-99.2563151
Machine 6678,1,0,29.10328098,-98.33572389
Machine 6679,1,0,28.64829142,-99.06599788
Machine 6680,0,0,29.53694511,-97.09942041
Machine 6681,0,0,28.90497761,-97.798982
Machine 6682,0,0,29.25700791,-97.46956011
Machine 6683,0,1,29.10578735,-98.27720123
Machine 6684,1,0,29.94698419,-98.62152696
Machine 6685,0,1,28.42679828,-98.72510441
Machine 6686,0,0,29.08527216,-98.0948109
Machine 6687,0,0,28.44692747,-97.88396743
Machine 6688,1,0,28.80685174,-98.80552193
Machine 6689,0,0,30.79723364,-98.22814773
Machine 6690,1,1,28.20447827,-97.64692611
Machine 6691,0,1,29.41230041,-98.22072521
Machine 6692,0,1,30.32120756,-97.90724597
Machine 6693,1,1,28.52896095,-97.93373223
Machine 6694,1,0,29.94571794,-98.82674096
Machine 6695,0,0,29.07193608,-98.83732029
Machine 6696,0,0,28.98442551,-98.01953618
Machine 6697,1,1,29.0702612,-98.06684645
Machine 6698,0,1,28.80733815,-98.6005942
Machine 6699,1,0,30.30455251,-98.84413335
Machine 6700,1,0,29.70590539,-99.89598412
Machine 6701,0,0,29.67612922,-97.98788464
Machine 6702,1,1,30.161586,-99.46432487
Machine 6703,0,0,30.20847014,-97.55095075
Machine 6704,0,0,29.71729895,-99.29999923
Machine 6705,1,1,28.49753097,-98.08460394
Machine 6706,0,0,28.05558632,-98.98863082
Machine 6707,0,0,29.15892505,-98.64436355
Machine 6708,1,0,29.34505879,-97.42277442
Machine 6709,0,1,29.76243704,-99.43984816
Machine 6710,1,1,28.64649617,-97.16795876
Machine 6711,1,0,28.85819549,-98.05155802
Machine 6712,1,1,30.37889092,-99.0690788
Machine 6713,0,1,28.9042783,-99.77325527
Machine 6714,1,0,29.15843973,-100.10439681
Machine 6715,0,1,28.49289137,-97.29710938
Machine 6716,1,1,30.0049102,-99.94926519
Machine 6717,1,0,29.03708683,-98.72498278
Machine 6718,1,0,29.76020434,-99.40590096
Machine 6719,0,0,30.43228437,-97.33386631
Machine 6720,1,1,29.32484112,-97.19225064
Machine 6721,1,0,28.32609823,-97.84521037
Machine 6722,0,0,29.71191505,-99.78386241
Machine 6723,1,0,29.62733508,-99.94226001
Machine 6724,1,1,30.46649717,-97.83248553
Machine 6725,1,1,30.54274607,-98.62449709
Machine 6726,0,0,30.05158413,-97.51247222
Machine 6727,1,0,29.98906471,-98.55524451
Machine 6728,1,1,28.04158667,-98.89720835
Machine 6729,1,0,29.95149734,-98.62012257
Machine 6730,1,1,29.84203898,-97.43964984
Machine 6731,1,0,29.6647392,-97.03692329
Machine 6732,1,0,28.39721798,-98.85112893
Machine 6733,0,0,29.22289621,-98.12952412
Machine 6734,0,1,29.45771626,-98.07773561
Machine 6735,0,0,28.32444229,-99.32839988
Machine 6736,0,0,28.34078274,-97.78749537
Machine 6737,0,1,30.79183099,-98.73121658
Machine 6738,0,0,29.30288247,-99.09990607
Machine 6739,1,0,29.95386245,-99.72287021
Machine 6740,1,0,29.31512267,-99.39069077
Machine 6741,0,1,29.49036215,-98.60168399
Machine 6742,1,0,28.71422641,-97.4586177
Machine 6743,0,0,29.39819914,-99.96573575
Machine 6744,0,1,29.05943917,-98.75119451
Machine 6745,0,0,29.24059185,-99.2366004
Machine 6746,0,1,29.72965931,-98.82164326
Machine 6747,0,0,29.04453184,-97.27130513
Machine 6748,1,0,28.58687551,-97.31595529
Machine 6749,0,0,29.77263456,-97.39054959
Machine 6750,1,0,29.8058308,-96.91647778
Machine 6751,0,0,30.26829385,-98.19091996
Machine 6752,1,0,30.44254724,-98.85340581
Machine 6753,0,0,30.23822823,-99.12664345
Machine 6754,1,0,28.72370777,-97.33001431
Machine 6755,1,1,28.6383039,-99.16829279
Machine 6756,1,1,30.05922819,-99.71448751
Machine 6757,1,0,28.84413244,-99.6987711
Machine 6758,0,1,28.71900145,-98.9908511
Machine 6759,0,0,29.19153296,-97.55398715
Machine 6760,1,0,28.47489287,-98.68857701
Machine 6761,1,0,29.5273496,-97.23945016
Machine 6762,1,0,28.77475026,-98.06128531
Machine 6763,1,1,29.33880285,-99.30513783
Machine 6764,1,0,29.25800885,-98.23846295
Machine 6765,1,0,29.62180194,-99.44772268
Machine 6766,1,0,29.51991776,-99.53327528
Machine 6767,1,1,29.72495649,-97.42406258
Machine 6768,1,0,29.10565529,-97.77400104
Machine 6769,0,1,30.64161782,-98.50937885
Machine 6770,1,1,30.2185269,-97.63377914
Machine 6771,0,0,30.35135993,-98.96089332
Machine 6772,1,0,29.11366294,-97.34147487
Machine 6773,1,1,29.08608033,-99.49101938
Machine 6774,0,0,30.51847307,-97.94581107
Machine 6775,1,1,29.73145749,-97.6059913
Machine 6776,1,1,29.34176563,-97.7056198
Machine 6777,0,1,29.17956246,-97.04764475
Machine 6778,1,1,28.72159633,-97.99800395
Machine 6779,1,0,28.44028717,-99.67782004
Machine 6780,1,0,29.9809966,-98.96109102
Machine 6781,0,0,29.98306641,-97.02909015
Machine 6782,0,0,30.64333865,-97.62551406
Machine 6783,0,1,30.19685853,-98.2492128
Machine 6784,0,1,29.32419867,-96.85507139
Machine 6785,0,1,28.39152873,-98.8437624
Machine 6786,0,1,29.23294438,-97.39071095
Machine 6787,0,1,30.34500585,-98.74587659
Machine 6788,1,1,30.5602022,-99.21188853
Machine 6789,1,1,30.22636612,-97.22198645
Machine 6790,1,0,30.22657366,-99.34311054
Machine 6791,0,0,29.69184083,-98.08699252
Machine 6792,1,0,30.22691333,-98.86662632
Machine 6793,0,0,29.64275408,-99.95274732
Machine 6794,1,0,29.78607313,-99.55136045
Machine 6795,1,1,28.28777735,-98.11854943
Machine 6796,1,0,28.66891717,-99.48392038
Machine 6797,1,1,28.89492818,-98.87958563
Machine 6798,1,0,29.86106681,-97.15579237
Machine 6799,1,0,28.46066871,-97.7075052
Machine 6800,0,0,29.38078867,-98.69066728
Machine 6801,1,0,29.36190712,-99.08240038
Machine 6802,1,0,29.34012255,-99.66271366
Machine 6803,0,0,28.07280367,-98.15857093
Machine 6804,0,0,29.37236938,-100.06594413
Machine 6805,1,1,30.20794707,-97.53042119
Machine 6806,1,0,29.53148929,-98.1815185
Machine 6807,1,1,28.21084911,-99.22506361
Machine 6808,0,0,29.99840539,-99.01535954
Machine 6809,0,0,30.26694409,-98.97805585
Machine 6810,0,0,30.05309562,-99.31597291
Machine 6811,0,0,30.32033845,-98.28799035
Machine 6812,1,1,28.34727782,-97.81357037
Machine 6813,0,0,30.78985398,-98.87722141
Machine 6814,1,1,29.74371339,-98.23684282
Machine 6815,1,1,30.38377903,-97.66635502
Machine 6816,1,1,29.54097747,-99.14180609
Machine 6817,1,0,29.20480647,-97.35921808
Machine 6818,1,0,28.84279207,-99.88732976
Machine 6819,0,0,29.41447698,-99.96584573
Machine 6820,1,0,29.19427038,-97.86112608
Machine 6821,0,0,28.28472699,-98.12542054
Machine 6822,0,1,28.48269581,-97.38757683
Machine 6823,1,1,28.97085721,-97.89149468
Machine 6824,0,1,30.42945896,-97.54522514
Machine 6825,1,1,29.60311426,-99.67915874
Machine 6826,0,0,29.46096975,-97.66264836
Machine 6827,1,0,30.80791601,-98.66031748
Machine 6828,1,1,28.98611786,-99.17438648
Machine 6829,0,1,28.07063829,-98.85854822
Machine 6830,0,0,29.42073201,-96.8643931
Machine 6831,1,1,28.60427486,-97.55038364
Machine 6832,0,0,29.03355903,-96.89870341
Machine 6833,1,1,28.95044339,-97.31016012
Machine 6834,0,0,30.47561621,-99.2541642
Machine 6835,0,0,29.82181648,-99.28448631
Machine 6836,0,1,28.92660133,-99.51435586
Machine 6837,1,0,29.73438203,-98.8053151
Machine 6838,1,1,28.7850352,-99.86141064
Machine 6839,0,0,29.18253278,-97.79445735
Machine 6840,0,0,30.00063772,-99.38831312
Machine 6841,1,1,29.24941423,-99.15836442
Machine 6842,0,1,28.22019311,-98.22344661
Machine 6843,1,0,29.71158476,-98.63785427
Machine 6844,0,0,30.28964069,-98.45366976
Machine 6845,1,1,30.07764407,-97.19799173
Machine 6846,1,0,30.61411376,-98.51340764
Machine 6847,1,1,29.21179352,-96.90492448
Machine 6848,1,0,29.36425796,-99.07160456
Machine 6849,1,0,29.91479846,-98.3866569
Machine 6850,1,0,28.21147966,-98.96107807
Machine 6851,0,1,29.47745134,-98.78407056
Machine 6852,0,0,28.31385709,-99.53651376
Machine 6853,1,1,30.34136507,-98.62309517
Machine 6854,1,0,29.14477557,-97.32615084
Machine 6855,0,1,28.80387601,-97.85054235
Machine 6856,1,0,28.87295463,-99.25666795
Machine 6857,0,1,29.06382722,-97.96618531
Machine 6858,0,1,29.52371984,-98.26344243
Machine 6859,1,1,30.56759468,-98.06455905
Machine 6860,0,0,28.75868489,-97.52822925
Machine 6861,1,0,28.71696116,-99.29973359
Machine 6862,0,1,29.4484084,-98.48497926
Machine 6863,0,0,30.39332353,-98.31417216
Machine 6864,1,0,29.87692336,-99.43708489
Machine 6865,0,1,29.05477221,-99.60084699
Machine 6866,0,0,29.79501775,-97.69557844
Machine 6867,0,1,29.98461098,-98.20242262
Machine 6868,1,0,28.47861548,-98.52415637
Machine 6869,1,1,28.47753677,-98.28353391
Machine 6870,1,1,28.26058609,-98.29408411
Machine 6871,0,1,29.47258582,-97.03304091
Machine 6872,0,0,28.9525328,-97.44166997
Machine 6873,1,0,29.39485981,-99.45316035
Machine 6874,0,1,29.09860984,-98.56090191
Machine 6875,0,1,29.09141454,-99.56734029
Machine 6876,1,1,30.37642413,-99.74173977
Machine 6877,0,0,30.3793845,-97.82267588
Machine 6878,1,0,29.19327836,-98.48881719
Machine 6879,0,1,28.10512401,-98.711608
Machine 6880,0,0,30.52178734,-97.42595826
Machine 6881,0,1,29.57622442,-96.98229226
Machine 6882,0,1,28.98545192,-99.63157584
Machine 6883,1,1,29.95805584,-99.91022129
Machine 6884,1,0,30.46773115,-98.76751589
Machine 6885,1,1,29.53451851,-97.52885248
Machine 6886,1,0,28.60951294,-98.85608357
Machine 6887,0,1,30.16987494,-98.48778801
Machine 6888,1,0,30.2053527,-98.72392647
Machine 6889,0,1,28.7367849,-99.06889539
Machine 6890,0,0,29.03715399,-97.64543842
Machine 6891,0,1,29.26881384,-99.53264558
Machine 6892,1,0,28.0510186,-98.86479825
Machine 6893,1,0,30.07078121,-97.61178095
Machine 6894,0,1,29.78038337,-97.21057869
Machine 6895,1,1,30.2067696,-98.28005798
Machine 6896,1,1,29.26435726,-97.71306938
Machine 6897,0,1,29.12911254,-99.808025
Machine 6898,0,1,28.60002849,-98.44486232
Machine 6899,0,1,29.87501685,-97.49961532
Machine 6900,0,0,28.57781073,-98.24938365
Machine 6901,0,1,29.71065952,-97.82633548
Machine 6902,0,0,29.16102077,-98.31232624
Machine 6903,1,0,28.36656918,-99.60103076
Machine 6904,1,1,30.23542818,-97.32915771
Machine 6905,0,1,28.6996958,-97.11824215
Machine 6906,0,0,30.52001908,-97.55753943
Machine 6907,0,1,28.64530857,-99.12866728
Machine 6908,1,0,30.62100533,-99.42556448
Machine 6909,1,1,29.31943608,-99.38682026
Machine 6910,1,0,28.92136858,-99.18619025
Machine 6911,0,0,30.30154667,-99.47391793
Machine 6912,0,1,29.77808783,-97.44406831
Machine 6913,0,0,29.08640163,-98.38981095
Machine 6914,0,1,28.95991242,-97.54167218
Machine 6915,0,0,30.67123316,-98.30160587
Machine 6916,1,1,30.16441915,-97.14380665
Machine 6917,1,1,28.93009417,-99.13938446
Machine 6918,1,1,29.42098937,-98.59744145
Machine 6919,0,1,29.3326733,-98.84510034
Machine 6920,1,0,30.38358179,-98.67749747
Machine 6921,1,1,30.14990013,-98.64962752
Machine 6922,0,1,29.91920654,-97.33075283
Machine 6923,0,1,29.63512416,-98.14928471
Machine 6924,1,0,29.26818027,-98.16971869
Machine 6925,0,1,28.65526217,-98.74569089
Machine 6926,0,0,29.66781701,-97.00054941
Machine 6927,0,1,29.37749666,-99.5656266
Machine 6928,1,1,30.2399133,-98.60090814
Machine 6929,0,0,28.61733315,-97.6723568
Machine 6930,0,0,28.74725087,-98.16618657
Machine 6931,1,0,29.18285168,-98.44891071
Machine 6932,0,0,28.47892216,-99.52808577
Machine 6933,1,0,29.51805356,-99.29658942
Machine 6934,1,1,28.91296533,-99.81788213
Machine 6935,0,1,28.4848853,-98.76138141
Machine 6936,1,0,28.45103525,-98.14140091
Machine 6937,1,0,29.52157741,-97.5589729
Machine 6938,0,0,28.06147368,-98.49869242
Machine 6939,0,0,29.05226037,-99.27508061
Machine 6940,0,0,29.73697966,-98.51432542
Machine 6941,0,0,29.87743956,-98.76487103
Machine 6942,0,0,29.30963968,-98.29519888
Machine 6943,0,0,30.03771766,-99.38302887
Machine 6944,1,0,29.40904958,-99.7884999
Machine 6945,0,1,28.98890587,-99.47492155
Machine 6946,0,0,29.54769625,-98.87024237
Machine 6947,0,1,29.9277952,-99.03881487
Machine 6948,0,1,28.48944402,-97.47078618
Machine 6949,0,0,28.57756154,-97.85739421
Machine 6950,1,1,29.91208619,-99.86882057
Machine 6951,1,0,28.90027616,-97.56660752
Machine 6952,0,0,28.98657497,-99.58299498
Machine 6953,0,1,30.49933485,-99.27756366
Machine 6954,1,1,29.33255456,-98.08743221
Machine 6955,0,1,28.84675719,-97.25285547
Machine 6956,0,1,29.50565532,-97.24950109
Machine 6957,1,1,29.32294451,-97.47730443
Machine 6958,1,0,28.38243559,-99.2579983
Machine 6959,1,1,29.10934937,-99.42434316
Machine 6960,1,0,30.38361425,-99.24299327
Machine 6961,1,0,29.83039679,-99.18139594
Machine 6962,0,1,29.8799083,-99.82747625
Machine 6963,0,1,29.55295758,-98.69035051
Machine 6964,1,0,30.35954929,-99.44598635
Machine 6965,0,0,29.72176461,-97.01261893
Machine 6966,1,0,30.49653029,-98.92917602
Machine 6967,0,0,28.87874455,-98.57068985
Machine 6968,1,0,29.11838494,-98.8878316
Machine 6969,1,1,28.11568749,-98.06137516
Machine 6970,0,0,30.50728082,-98.28677564
Machine 6971,1,1,30.77929711,-98.76872839
Machine 6972,0,0,29.24109329,-98.99504306
Machine 6973,0,1,29.42593398,-97.28735651
Machine 6974,1,1,29.93303295,-97.89708866
Machine 6975,0,1,29.31606025,-99.38333053
Machine 6976,0,0,29.44814927,-97.72670259
Machine 6977,1,1,30.03024747,-98.56082797
Machine 6978,0,1,30.24053193,-99.0973176
Machine 6979,1,0,30.49863385,-98.24009365
Machine 6980,0,0,28.37577912,-98.12649711
Machine 6981,1,0,29.86654539,-98.70886208
Machine 6982,0,1,30.45563112,-99.60801663
Machine 6983,1,1,29.14687771,-97.33434932
Machine 6984,1,1,29.0433939,-97.17192827
Machine 6985,1,0,29.53979208,-97.18585918
Machine 6986,1,1,30.07079136,-99.18771403
Machine 6987,0,1,28.35414793,-98.05207044
Machine 6988,1,0,28.97790252,-99.77441132
Machine 6989,0,0,30.29478792,-99.05527493
Machine 6990,1,0,29.11625495,-97.40888469
Machine 6991,0,0,28.67319981,-97.28600432
Machine 6992,1,1,28.12268594,-98.77590007
Machine 6993,0,1,29.46444677,-97.72285724
Machine 6994,1,1,30.31654138,-98.24822345
Machine 6995,0,1,29.98757322,-97.37180924
Machine 6996,0,1,28.75201481,-99.3710767
Machine 6997,0,0,28.47754235,-97.6074338
Machine 6998,1,0,28.99529516,-99.09897409
Machine 6999,0,0,29.48792582,-98.65104982
Machine 7000,1,1,30.5576289,-99.32543622
Machine 7001,0,1,33.48250012,-97.3151843
Machine 7002,1,0,33.67312552,-96.82803029
Machine 7003,1,0,33.23167761,-96.47311
Machine 7004,1,1,33.65012363,-97.04283617
Machine 7005,1,1,31.79730451,-97.44411035
Machine 7006,0,1,32.9172336,-97.09445265
Machine 7007,0,0,31.68458505,-96.53173508
Machine 7008,0,1,33.74363837,-96.04417795
Machine 7009,1,0,33.55462611,-96.75165123
Machine 7010,0,1,33.81445231,-97.27220145
Machine 7011,0,1,33.58277847,-96.16120397
Machine 7012,1,0,33.91214721,-95.92181209
Machine 7013,1,1,32.06213012,-96.94021843
Machine 7014,1,1,32.98282793,-96.12755354
Machine 7015,0,0,31.75228689,-95.71510959
Machine 7016,1,0,31.95398655,-97.9756196
Machine 7017,0,1,32.52181284,-95.76013521
Machine 7018,0,0,31.67114164,-97.21511532
Machine 7019,1,1,32.34209252,-97.85638628
Machine 7020,1,0,33.00118112,-98.43435813
Machine 7021,1,1,31.74576761,-97.72431806
Machine 7022,1,1,32.97157051,-96.29243835
Machine 7023,0,1,31.54343745,-97.09538931
Machine 7024,1,1,32.90849752,-95.3751589
Machine 7025,1,1,33.75590748,-97.33232839
Machine 7026,1,1,32.13547468,-96.41471699
Machine 7027,1,1,31.72879063,-95.9531221
Machine 7028,0,1,32.60202541,-96.23588914
Machine 7029,0,0,31.93116199,-97.35302142
Machine 7030,1,0,31.7881455,-96.103692
Machine 7031,0,0,32.6510446,-97.85187339
Machine 7032,1,1,31.38762684,-96.56248428
Machine 7033,1,0,32.65844855,-96.3095401
Machine 7034,0,0,33.05428741,-97.55402506
Machine 7035,0,1,33.59661484,-96.23525792
Machine 7036,1,1,33.87888914,-95.83672682
Machine 7037,0,0,32.33063196,-97.47132922
Machine 7038,1,1,33.02170368,-96.58076496
Machine 7039,0,1,33.5895114,-97.43381696
Machine 7040,1,1,32.52453729,-95.20660751
Machine 7041,1,0,32.58896186,-97.06465681
Machine 7042,0,0,32.9328547,-96.08237997
Machine 7043,0,0,32.42154658,-96.2991555
Machine 7044,1,1,32.24435948,-97.190303
Machine 7045,0,0,32.13564998,-96.86817677
Machine 7046,1,0,33.17594645,-96.46348065
Machine 7047,0,0,32.9490636,-96.46469663
Machine 7048,1,1,33.0577446,-95.26747092
Machine 7049,1,1,32.33056859,-96.83126187
Machine 7050,0,1,31.67320868,-96.45958455
Machine 7051,1,0,31.79168584,-96.51399864
Machine 7052,1,1,31.33427838,-96.87077965
Machine 7053,1,1,32.40660285,-95.53230471
Machine 7054,0,0,32.8680666,-95.43712445
Machine 7055,0,0,32.48254396,-97.04165239
Machine 7056,1,1,32.63433958,-97.52465854
Machine 7057,0,0,31.62392211,-96.02598575
Machine 7058,1,1,32.96068991,-97.44818777
Machine 7059,0,1,32.89262318,-95.11632531
Machine 7060,1,0,32.32692997,-97.65849278
Machine 7061,1,1,33.17292659,-97.86496119
Machine 7062,1,1,33.72036697,-96.83741652
Machine 7063,1,1,31.83609318,-95.60689223
Machine 7064,1,0,32.41801764,-97.95902765
Machine 7065,1,0,31.81408759,-96.09673477
Machine 7066,1,0,32.05262131,-96.32178558
Machine 7067,1,1,31.92025047,-96.63292844
Machine 7068,1,1,31.43611529,-97.13414264
Machine 7069,1,1,32.07055036,-97.44294215
Machine 7070,1,1,33.33575195,-96.39309837
Machine 7071,1,0,33.25371911,-96.338588
Machine 7072,1,1,33.13350102,-95.26150407
Machine 7073,0,0,32.40483407,-97.86328572
Machine 7074,1,0,32.78919817,-96.82629515
Machine 7075,0,0,32.530054,-95.47406597
Machine 7076,0,1,32.17830206,-95.5259973
Machine 7077,0,1,32.56194534,-96.84724465
Machine 7078,1,1,33.30324601,-96.16994457
Machine 7079,0,1,33.59191473,-96.6419828
Machine 7080,1,1,33.08955448,-98.45228655
Machine 7081,0,1,33.94866271,-95.9451325
Machine 7082,1,1,34.17340286,-96.7273425
Machine 7083,1,0,33.89283919,-97.4545185
Machine 7084,0,0,33.40352242,-95.28530942
Machine 7085,0,1,32.06609395,-96.90553178
Machine 7086,0,0,33.05150365,-95.92066775
Machine 7087,1,0,32.20127252,-95.3810594
Machine 7088,1,1,31.69403477,-97.05838734
Machine 7089,1,0,32.55299359,-97.76029265
Machine 7090,1,0,34.17631538,-96.53131459
Machine 7091,1,0,33.53894592,-96.98495357
Machine 7092,0,0,33.3538432,-97.66874293
Machine 7093,1,1,32.81730342,-95.68267848
Machine 7094,0,0,32.71018326,-97.70082783
Machine 7095,0,0,32.74688742,-95.32349995
Machine 7096,0,0,32.61386477,-96.25687
Machine 7097,0,0,32.46166057,-95.45418277
Machine 7098,1,0,32.69155667,-97.27214614
Machine 7099,1,0,33.43868218,-95.42718472
Machine 7100,1,0,33.46620805,-98.29666694
Machine 7101,0,1,32.70427944,-95.49265447
Machine 7102,1,0,32.33107071,-98.27770161
Machine 7103,1,1,34.0226053,-97.63836446
Machine 7104,0,1,32.85109395,-96.06615423
Machine 7105,1,1,33.86149972,-96.93468508
Machine 7106,1,1,31.44951883,-96.84078904
Machine 7107,0,0,33.66394843,-97.23738304
Machine 7108,1,1,34.12710093,-96.85732372
Machine 7109,1,1,32.94997784,-97.0316536
Machine 7110,1,1,32.48113072,-98.22528254
Machine 7111,1,1,32.41447211,-97.0294575
Machine 7112,1,0,31.48409526,-97.00964063
Machine 7113,0,1,31.77451092,-97.35749159
Machine 7114,0,1,31.7486719,-95.77581731
Machine 7115,0,0,33.36372102,-95.86530883
Machine 7116,0,1,33.03682023,-98.01160001
Machine 7117,0,0,32.06731403,-97.662804
Machine 7118,0,0,32.08756083,-97.20836667
Machine 7119,1,0,33.76254685,-96.44356363
Machine 7120,0,0,32.32636535,-95.24578642
Machine 7121,0,1,32.48209846,-96.50465655
Machine 7122,1,1,33.07881588,-98.46070216
Machine 7123,1,0,33.79707573,-96.90634051
Machine 7124,1,1,32.88559563,-98.12073075
Machine 7125,1,1,32.81565313,-98.41030424
Machine 7126,0,1,33.69484321,-96.38147469
